967	Garlicky Black-Pepper Shrimp and Black-Eyed Peas	This Lowcountry-style dinnershrimp with saucy black-eyed peas and smoky baconis worthy of a glass of sweet tea.	Make black-eyed peas: Cook bacon in a 12-inch heavy skillet over medium heat until browned but not crisp. Transfer bacon to a plate, then tear into small pieces.@newline@Cook scallions, carrot, celery, bell pepper, garlic, bay leaves, thyme, red-pepper flakes, 1/8 teaspoon salt, and 1/4 teaspoon pepper in fat in skillet over medium heat, stirring occasionally, until vegetables are pale golden, about 10 minutes. Add black-eyed peas and broth and simmer 5 minutes. Transfer to a bowl.	10
968	Linguine with Brussel Sprouts Barigoule	A Provenal barigoule is almost always applied to artichokes, but why limit yourself? Nutty-sweet Brussels sprouts take beautifully to the wine-lemon broth.	Reserve a few outer layers of leaves from Brussels sprouts. Quarter Brussels sprouts lengthwise. Thinly slice leeks, then wash .@newline@Cook leeks and cabbage in 2 tablespoons oil and 2 tablespoon butter with 1/4 teaspoon each of salt and pepper in a 12-inch heavy skillet (preferably with straight sides) over medium heat, stirring occasionally, until softened, about 5 minutes. Add garlic and cook, stirring, 1 minute. Add wine and simmer until most of liquid has evaporated, 2 to 3 minutes. Add water, lemon juice, 1/2 teaspoon thyme, and remaining tablespoon each of oil and butter. Simmer briskly, covered, until cabbage is tender and liquid is reduced by half, about 15 minutes. Stir in Brussels sprouts and leaves and simmer, covered, stirring occasionally, until tender, about 5 minutes.@newline@Cook linguine in a pasta pot of boiling salted water (3 tablespoons salt for 6 quart water) until almost al dente. Reserve 2 cups pasta-cooking water, then drain pasta.@newline@Stir linguine into vegetables with reserved cooking water and 1/4 teaspoon each of salt and pepper. Simmer until pasta is al dente, 2 to 3 minutes. Remove from heat and toss with parsley, remaining 1/2 teaspoon thyme, and salt to taste. Serve pasta in shallow bowls with some of broth.	2
969	Ancho and Cocoa Carne Asada	The spice rub for this steak evokes the complex flavor of a rich Mexican mole sauce, but with almost no investment of time. It's great for a weeknight dinner party.	Preheat oven to 350F.@newline@Stir together ancho powder, cocoa, and cinnamon.@newline@Pat steak dry and season with 3/4 teaspoon salt, then coat with spice mixture. Heat oil in a 12-inch nonstick skillet over medium-high heat until it shimmers, then cook steak, turning once, 8 to 9 minutes for medium-rare.@newline@While steak cooks, wrap tortillas in foil and warm in oven.@newline@Let steak rest 5 minutes on a cutting board, then thinly slice across the grain at an angle.@newline@Serve steak with warm tortillas and coleslaw mix.	2
970	Apple, Celery, and Walnut Salad	Fuji apples add great red color. For a zesty flavor, substitute low-fat plain yogurt for the sour cream.	Toss the apples with the lemon juice in a bowl. Add celery, walnuts, and raisins, then toss. Combine the mayo and sour cream in another bowl, then fold into the apple mixture. Season to taste with salt and pepper. Pack in tightly covered, small plastic containers.	6
971	Tofu Stir Fry	NoDescription	Place tofu in a colander; set a heavy pot on top 10 to 15 minutes to press out moisture. Halve; sprinkle soy sauce, garlic powder, then flour over halves. Heat 1 tablespoon oil over medium-high heat in a large skillet. Cook tofu until golden, 2 to 3 minutes per side. Slice; set aside. In same skillet, cook peppers and onions, covered, until peppers soften, 7 to 8 minutes. Cook noodles as directed on package. Whisk miso paste, garlic, ginger, zest, juice and remaining 1 tablespoon oil in a bowl. Add pepper mixture, noodles, corn, water chestnuts; toss. Top with tofu.	9
972	Spiced Lentil Tacos	NoDescription	Heat oil in large skillet over medium-high heat. Cook onion, garlic and salt until onion begins to soften, 3 to 4 minutes. Add lentils and taco seasoning. Cook until spices are fragrant and lentils are dry, about 1 minute. Add broth; bring to a boil. Reduce heat, cover and simmer until lentils are tender, 25 to 30 minutes. Mix sour cream, chile and adobo sauce in a bowl. Uncover lentils and cook until mixture thickens, 6 to 8 minutes. Mash with a rubber spatula. Spoon 1/4 cup lentil mixture into each taco shell. Top with 2 heaping teaspoons sour cream mixture, lettuce, tomato and cheese.	2
973	Borscht Horseradish Terrine	Grimes spent hours exploring Nagyvsrcsarnok, Budapest's largest indoor market hall, where he discovered all kinds of cured and jellied meats, pickled vegetables, and a virtual hanging garden of sausages. This magnificent cold layered terrine, which requires almost no cooking, was inspired by that bounty. Horseradish and sour cream, so abundant in central European cooking, complement the beets and the tongue's smoky richness. The success of this dish depends largely on using good-quality borscht such as Golds Russian Style (avoid brands containing high-fructose corn syrup).	Make horseradish cream layer: Lightly oil terrine. Cut a strip of parchment paper to fit in bottom of terrine and up the 2 ends, allowing overhang at each end.@newline@Put 2 teaspoons cold water in a small metal bowl, then sprinkle 1/2 teaspoon gelatin evenly over water. Let stand 1 minute to soften.@newline@Meanwhile, stir together sour cream, horseradish, 1/4 teaspoon salt, and 1/8 teaspoon pepper in a bowl.@newline@Heat softened gelatin in bowl set over a small saucepan of barely simmering water, stirring, until dissolved, about 30 seconds. Remove bowl from heat and stir in 2 tablespoons horseradish cream, then stir mixture into remaining horseradish cream until combined well.@newline@Spoon into terrine, smoothing surface, then chill until set, about 10 minutes.	5
974	Southeast Asian Beef and Rice-Noodle Soup	Inspired by Vietnamese pphop (pronounced "fuh"), this soup creates its own broth as meaty short ribs and beef shank simmer with ginger, garlic, chile, and the sweet spice of star anise and cinnamonsupermarket ingredients that come together with slippery rice noodles to produce a wonderfully fragrant and authentic-tasting dish. Its a great choice for a party, because everyone gets to customize their bowl to their own taste with a spritz of lime, some fiery Sriracha sauce and sweet hoisin, and a scattering of mint and cucumber.	Pat meat dry. Heat 1 tablespoon oil in an 8- to 10-quart heavy pot over medium-high heat until it shimmers, then brown meat in batches (do not crowd), about 5 minutes per batch. Transfer to a platter.@newline@Cook onion, ginger, white parts of scallions, garlic, and chile in remaining tablespoon oil in same pot over medium heat, stirring occasionally, until browned, about 12 minutes.@newline@Add water, soy sauce, star anise, cinnamon stick, and meat (with juices) and simmer, covered, until meat is tender but not falling apart, 2 to 21/2 hours.@newline@Transfer meat with tongs to a cutting board. Discard bones and membranes, then cut meat across the grain into 1/2-inch pieces.@newline@Strain broth through a sieve lined with a double layer of dampened paper towels set into a large saucepan. Discard solids. Skim off fat. Season broth with salt, then return meat to broth and reheat.@newline@Meanwhile, add noodles to a 4-quart pot of unsalted boiling water and let stand off heat, covered, until softened, 4 to 8 minutes. Drain and divide among large soup bowls. Add scallion greens and ladle in soup.	7
975	Mushroom Strudel	During a research trip to Budapest, food editor Paul Grimes ate his way through plates of wild mushrooms for dinner and servings of sweet strudels for dessert. When he returned, he came up with this elegant hors d'oeuvre of thin cylinders of phyllo filled with the woodsy intensity of mushrooms. Brushing the phyllo layers with duck or goose fat lends an authentic flavor; butter also works perfectly well.	Soak porcini in boiling-hot water in a small bowl until softened, about 10 minutes. Lift out porcini and squeeze excess liquid back into bowl. Rinse porcini well to remove any grit. Strain soaking liquid through a sieve lined with a dampened paper towel into another bowl and reserve.@newline@Pulse porcini and white mushrooms in a food processor until finely chopped (but not minced).@newline@Cook shallots in butter in a large heavy skillet over medium heat, stirring, until beginning to soften, about 1 minute. Add mushrooms, reserved soaking liquid, wine, 1/2 teaspoon salt, and 1/4 teaspoon pepper and cook, stirring occasionally, until liquid has evaporated, about 8 minutes. Stir in parsley, then spread filling on a plate and chill, uncovered, until cold, about 10 minutes.@newline@Preheat oven to 425F with rack in middle.@newline@While filling chills, put stack of phyllo sheets on a work surface and cut in half crosswise, then stack halves and cover with plastic wrap. Remove 1 phyllo sheet from stack (keep remaining sheets covered) and arrange with a long side nearest you, then lightly brush with some duck fat. Top with another phyllo sheet and brush with fat. Spread about one fourth of mushroom filling in a narrow strip along edge nearest you to within 1/4 inch of each end, then roll up phyllo tightly around filling, leaving ends open. Transfer roll, seam side down, to a baking sheet and make 3 more rolls in same manner, transferring to baking sheet. Bake until golden brown, 12 to 14 minutes. Cool slightly on baking sheet on a rack, then brush length of each roll with a very thin line of truffle oil (if using) with tip of a cotton swab. Gently cut each roll crosswise into 8 pieces with serrated knife. Serve strudel warm or at room temperature.	7
976	Buttermilk Fantails	Elegant and deliciously buttery, these golden fantails are an obvious choice for entertaining. Their shape resembles a blooming flower, with each petal forming a perfect pull-apart bite. But dont worrythey are surprisingly straightforward to put together in a muffin pan.	Butter muffin cups with 1 tablespoon melted butter.@newline@Stir together yeast, warm water, and honey in a large bowl and let stand until foamy, about 5 minutes. (If mixture doesn't foam, start over with new yeast.)@newline@Mix flour, salt, buttermilk, and 6 tablespoons melted butter into yeast mixture with a wooden spoon or rubber spatula until a soft dough forms. Turn out dough onto a well-floured surface and knead, dusting surface and your hands with just enough flour to keep dough from sticking, until dough is elastic and smooth, 6 to 8 minutes. Form dough into a ball.@newline@Put dough in an oiled large bowl and turn to coat. Cover bowl with plastic wrap and a kitchen towel and let dough rise in a draft- free place at warm room temperature until doubled, 1 1/2 to 2 hours.@newline@Punch down dough (do not knead), then halve. Roll out half of dough on a lightly floured surface with a floured rolling pin into a 12-inch square (about 1/8 inch thick; keep remaining half covered with plastic wrap). Brush dough with 1/2 tablespoon butter and cut into 6 equal strips. Stack strips, buttered sides up, and cut crosswise into 6 equal pieces. Turn each piece on a side and put into a muffin cup. Make more rolls with remaining dough in same manner. Separate outer layers of each roll to fan outward. Cover rolls with a kitchen towel (not terry cloth) and let rise in a draft-free place at warm room temperature until doubled and dough fills cups, 1 to 1 1/2 hours.@newline@Preheat oven to 375F with rack in middle. Bake rolls until golden brown, 20 to 25 minutes. Brush tops with remaining 2 tablespoons butter, then transfer rolls to a rack and cool at least 20 minutes.	12
977	Red-Bean Soup with Gremolata	Latin-food authority Maricel Presilla describes psofritopthe sauted mix of aromatic vegetables that is the bedrock of this vegetarian soupas the DNA of the Latin kitchen because it carries a basic flavor code. There's onion and garlic, to be sure, but also tomatoes and various herbs, spices, and chiles, depending on the region. For this red-bean soup, we were inspired specifically by Puerto Rico, as evidenced by precaop (an herb similar to cilantro) and by chiles that are fruity rather than hot. Just for fun, we included a last-minute sprinkling of Italian pgremolatap for brightness.	Quick-soak beans and make soup: Put beans in a large saucepan with enough water to cover by 2 inches. Bring to a boil, then boil 2 minutes. Remove from heat and let stand, covered, 1 hour. Drain well.@newline@Cook onion, garlic, chiles, Cubanelles, recao , and sun-dried tomatoes in oil in a large heavy pot over medium heat, stirring occasionally, until browned, about 12 minutes. Add bay leaf and pimentn and cook, stirring, 2 minutes, then add beans and water and simmer, covered, until beans are very tender, 11/2 to 2 hours. Discard bay leaf.@newline@Pure soup in batches in a blender (use caution when blending hot liquids). Reheat over medium-low heat. Season with salt and pepper. Stir in lemon juice.	2
978	Braised Chile-Spiced Short Ribs with Black Beans	Braised dishes are often served with a creamy side like mashed potatoes, polenta, or grits. Black beans offer an earthy change of pace and complement the chile pure.	Quick-soak beans: Put beans in a 4-to 5-quart heavy pot with enough water to cover by 2 inches.@newline@Bring to a boil and boil 2 minutes, then remove from heat and let stand, covered, 1 hour.	10
979	Cheesy Polenta Lasagne with Mushrooms and Seitan	Increasingly available in supermarkets, the firm wheat protein known as seitan is mild in flavor and versatile in the kitchen. In this casserole, it takes on the earthy flavor of mushrooms, adding heartiness and heft.	Preheat oven to 425F with rack in upper third. Lightly butter a 2-to 2 1/2-quart shallow baking dish.	5
980	Thai-Style Chicken Soup with Basil	Its hard to understand why a soup that looks so simple needs to include so many ingredients. Why not just stir in a dollop of store-bought Thai curry paste instead and call it a day? One spoonful will reveal the answer: This soup has many layers in its complexity, but the overall effect is of cleanness and freshnessin short, well worth a trip to an Asian market. Adding a generous amount of chicken and serving the soup over jasmine rice might not be strictly traditional, but it transforms it into a satisfying meal.	Cut off and discard top of lemongrass, leaving 6-inch stalks, then finely chop. Cook lemongrass, shallots, and garlic in oil in a large heavy pot over medium-low heat, stirring occasionally, until well browned, 12 to 15 minutes.@newline@Add stock, reserved tomato juice, tamarind, fish sauce, chiles, lime leaves, and ginger and simmer, uncovered, 30 minutes.@newline@While soup simmers, freeze chicken breast just until slightly firm, 20 to 30 minutes, then thinly slice crosswise.@newline@Strain stock through a fine-mesh sieve into a large saucepan, pressing hard on and then discarding solids. Return to a simmer and stir in chicken, diced tomatoes, snow peas, and basil. Gently simmer just until chicken is cooked through, 1 to 2 minutes. Season with additional fish sauce and salt.	5
981	Apricot Almond Linzertorte	For dessert, Grimes was inspired by something from Vienna, a little farther along the Danube: linzertorte. It's traditionally made with hazelnuts and raspberry jam, but this version, with its warmly spiced almond pastry and vivid apricot filling, spoke to Grimes of the highly polished coffeehouses in that part of the world. Cooking dried apricots with brandy and sugar allows you to control the sweetness quotient, and the result is all about the magically musky, tangy fruit.	Make pastry: Pulse toasted almonds and sugar in a food processor until nuts are finely ground. Sift together flour, salt, cinnamon, ginger, and cloves into a bowl, then add to ground nuts in processor and pulse to combine.@newline@Lightly beat yolks, extracts, and zest in a small bowl with a fork. Add to food processor along with butter, then pulse until dough forms a ball. Form one third of dough into a disk, then roll out between 2 sheets of plastic wrap into a 10-inch round. Transfer to a baking sheet and chill until firm, about 10 minutes. Roll out remaining dough between 2 sheets of plastic wrap into a 12-inch round, then transfer to another baking sheet and chill until firm, about 10 minutes.	6
982	Duck Breast with Frise Salad and Port Vinaigrette	Crisp-skinned duck breast really pops with the nutty, buttery flavor of tawny Port. Any leftover meat makes a terrific sandwich.	Put a small shallow flameproof roasting pan in middle of oven and preheat oven to 400F.@newline@Pat duck dry and trim off any fat from sides. Score duck skin in a crosshatch pattern at 1/2-inch intervals with a sharp knife, then season with 1/4 teaspoon salt and 1/8 teaspoon pepper.@newline@Heat a heavy medium skillet (not nonstick) over medium-high heat until hot, then cook duck, skin side down, until golden brown and crisp, about 3 minutes. Turn and cook until other side is golden, about 2 minutes. Transfer to roasting pan and roast in oven until an instant-read thermometer inserted horizontally into center registers 135F, 10 to 14 minutes. Transfer to a cutting board and let stand, loosely covered with foil, 5 minutes. (Internal temperature will rise to at least 142F.)@newline@Pour off all but 1 tablespoon fat from roasting pan, then add oil and shallot and cook over medium heat, stirring, until golden brown, about 2 minutes. Remove from heat and add Port, then return to heat (Port may ignite) and cook, stirring and scraping up brown bits, 1 minute.@newline@Remove from heat and stir in mustard and salt and pepper to taste. Add frise, tossing to combine, and sprinkle with almonds. Serve duck with salad.	7
983	Tunisian Soup with Chard and Egg Noodles	The North African hot sauce called pharissap lends this soup its beautiful brick-red color, as well as a deep, spicy warmth that isnt the least bit aggressive. For a supper thats both robust and rejuvenating, chard, chickpeas, and noodles go into the pot, too.	Toast cumin in a dry small heavy skillet (preferably cast-iron) over medium heat, stirring, until deeply fragrant and dark brown (be careful not to burn). Cool, then grind to a powder in grinder.@newline@Cook chard stems, onion, garlic, 1/2 teaspoon each of cumin and salt, and 1/4 teaspoon pepper in oil in a large heavy pot over medium heat, stirring occasionally, until beginning to brown, about 12 minutes. Add tomato paste and cook, stirring, 2 minutes. Add stock, harissa , and lemon juice and simmer, covered, 30 minutes.@newline@Add chard leaves, chickpeas, and noodles with 1/2 teaspoon salt and simmer, covered, until tender, about 7 minutes.@newline@Serve soup sprinkled with remaining cumin.	5
984	Coconut-Crusted Mahimahi with Pan-Roasted Garlic, Rosemary, and Tomato Sauce	In this simple, fresh-tasting dish, a crisp coconut coating keeps the fish moist and gives it real island flair. Chef Roxanne Russell grates and dries her own fresh coconut to get long, beautiful strands, but any grated dried coconut will do.	Marinate fish: Mix 2 tablespoons oil, garlic, 1/4 teaspoon salt, and 1/8 teaspoon pepper in a bowl and marinate fish in it while making sauce.	8
985	Butterscotch Pudding	NoDescription	Whisk together brown sugar, cornstarch, and 1/4 teaspoon salt in a heavy medium saucepan, then whisk in milk and cream. Bring to a boil over medium heat, whisking frequently, then boil, whisking, 1 minute. Remove from heat and whisk in butter and vanilla. Pour into a bowl, then cover surface with buttered wax paper and chill until cold, at least 1 1/2 hours.	4
986	Paprika Veal Shanks	Tender veal shanks get great depth of flavor from plecsp, a kind of Hungarian psofritop of sauted onions, frying peppers, and tomatoes, to which paprika and, in this case, stock are added. (Grimes found that Cubanelle peppers are the best substitute for the long, yellowish-green peppers found throughout Hungary.) Finished with sour cream, the sauce yields more than you need, but you'll be happy to have leftovers to serve over noodles, chicken, or pork.	Straddle roasting pan across 2 burners, then cook onions and peppers in 1/4 cup oil with bay leaves and 1 teaspoon salt over medium heat, stirring occasionally, until onions are softened, about 5 minutes. Add tomatoes with juice, breaking them up with a spoon, and cook, stirring, until liquid has evaporated, about 3 minutes. Sprinkle paprika over tomato mixture and stir just to combine, then immediately stir in broth. Remove from heat.@newline@Preheat oven to 350F with rack in middle.@newline@Pat shanks dry and season all over with 2 teaspoon salt. Heat 1/4 cup oil in a 12-inch heavy skillet over high heat until it shimmers, then add 4 shanks and brown, turning once, about 8 minutes total. Add shanks to tomato mixture in roasting pan. Pour off fat from skillet and wipe clean. Heat remaining 1/4 cup oil and brown remaining 4 shanks in same manner, transferring to roasting pan. Pour off fat from skillet, then add wine to skillet and boil, stirring and scraping up any brown bits, 15 to 20 seconds. Pour into roasting pan. Bring to a boil, then cover tightly with heavy-duty foil and braise in oven until very tender, 2 to 2 1/2 hours (depending on size).@newline@Transfer shanks with a slotted spoon to a platter and keep warm, loosely covered with foil. Skim off any fat from braising liquid.@newline@Whisk together sour cream and flour in a medium bowl. Whisk about 1 cup hot braising liquid into sour-cream mixture, then add mixture to remaining braising liquid in roasting pan and simmer (straddled across 2 burners) over low heat, whisking occasionally, until sauce is thickened, about 5 minutes.@newline@Return shanks to sauce along with any meat juices from platter, and simmer until heated through, about 10 minutes. Discard bay leaves.	8
987	Tortilla Soup with Chiles and Tomatoes	Tortilla soup is all about contrasting textures, but its real success hinges on a fabulous brothin this case, homemade chicken stock enriched with a cooked pure of chiles, tomatoes, onion, and garlic.	Toast chiles in a dry heavy skillet (not nonstick) over medium-high heat, turning with tongs, until pliable and slightly changed in color, about 30 seconds. Coarsely crumble 1 pasilla chile and set aside.@newline@Pure tomatoes, onion, garlic, chiles de :rbol (including seeds), and remaining 3 pasilla chiles with 1/2 cup stock in a blender.@newline@Heat lard in a large heavy pot over medium heat until it shimmers, then cook pure, stirring frequently, until reduced by half and beginning to stick to pot, 15 to 20 minutes. Stir in remaining 7 1/2 cups stock, epazote, and 1 teaspoon salt, then simmer, uncovered, 45 minutes.@newline@While soup simmers, heat 1 inch oil to 350F in a deep 10-inch heavy skillet, then fry tortilla squares, a handful at a time, until golden, 30 to 45 seconds per batch. Transfer with a slotted spoon to paper towels to drain and season lightly with salt.@newline@Divide tortillas and avocado among soup bowls and ladle in soup. Sprinkle with cheese, drizzle with crema , and top with crumbled chile.	5
988	Parmesan Pull-Aparts	These rolls have a lot in common with briocheboth are rich and tender, and they bake up with a gorgeous browned crust. However, these are much easier to make than that time-intensive bread, and they have the added advantage of aromatic Parmigiano-Reggiano. We guarantee theyll fly out of the bread basket.	Stir together yeast, honey, and 1/3 cup warm milk in mixer bowl and let stand until foamy, about 5 minutes. (If mixture doesn't foam, start over with new yeast.) Whisk together flour (2 1/2 cups), cheese, and salt, then mix into yeast mixture along with remaining 1/3 cup warm milk at low speed. Increase speed to medium and beat in 2 eggs, 1 at a time, beating well after each addition, then beat, scraping down side of bowl occasionally, until a very soft dough forms, about 3 minutes. Beat in butter, 1 tablespoon at a time, until dough is elastic, about 2 minutes. (Dough will be very sticky.)@newline@Scrape dough into center of bowl and sprinkle with remaining 2 tablespoon flour. Cover bowl with plastic wrap and a kitchen towel and let dough rise in a draft-free place at warm room temperature until doubled, 1 1/2 to 2 hours.@newline@Punch down dough (do not knead) and turn out onto a floured surface. Cut dough into 12 equal pieces and roll each into a ball by cupping your hand and pushing dough against work surface as you roll in a circular motion. Arrange rolls 1 inch apart in a buttered 9- by 2-inch round cake pan and cover with a kitchen towel (not terry cloth). Let dough rise in a draft-free place at warm room temperature until doubled and dough fills pan, 1 to 1 1/2 hours.@newline@Preheat oven to 375F with rack in middle.@newline@Whisk together remaining egg with water and brush on tops of rolls. (You will have leftover egg wash.) Bake until golden brown, 20 to 25 minutes. Loosen edges of rolls from pan with a sharp knife and invert rolls onto a rack, then reinvert and cool at least 20 minutes.	11
989	Orange Pumpkin Cloverleafs	Classic shape plus not-so-classic flavors gives these rolls an element of surprise. Thats not to say the wintry blend of pumpkin and orange is overpowering; its actually very subtle, so the rolls go with just about anything you put on the dinner table. Leftovers would be awfully good slathered with butter and toasted for breakfast.	Butter muffin cups with 1 tablespoon melted butter.@newline@Stir together yeast, warm milk, and honey in a large bowl and let stand until foamy, about 5 minutes. (If mixture doesn't foam, start over with new yeast.)@newline@Mix flour, salt, pumpkin, 1 whole egg, yolk, orange zest and juice, and remaining 5 tablespoon butter into yeast mixture with a wooden spoon or rubber spatula until a soft dough forms. Turn out dough onto a floured surface and knead, dusting surface and your hands with just enough flour to keep dough from sticking, until dough is elastic and smooth, 6 to 8 minutes. Form dough into a ball.@newline@Put dough in an oiled large bowl and turn to coat. Cover bowl with plastic wrap and a kitchen towel and let dough rise in a draft-free place at warm room temperature until doubled, 1 1/2 to 2 hours.@newline@Punch down dough (do not knead), then halve. Roll half of dough on a lightly floured surface with lightly floured hands into a 12-inch-long log (keep remaining half covered with plastic wrap).@newline@Cut log into 6 equal pieces, then cut each piece into thirds. Roll each piece into a 1-inch ball by cupping your hand and pushing dough against work surface as you roll in a circular motion. Put 3 balls side by side in each of 6 muffin cups.@newline@Make more rolls with remaining dough in same manner. Cover rolls with a kitchen towel (not terry cloth) and let rise in a draft-free place at warm room temperature until dough is about 1 inch above rim of muffin cups, 1 to 1 1/2 hours.@newline@Preheat oven to 375F with rack in middle.@newline@Whisk together remaining egg and water and brush on tops of rolls. (You will have leftover egg wash.)@newline@Bake until golden brown, about 20 minutes. Transfer rolls to a rack and cool at least 20 minutes.	11
990	Mexican Pineapple Salad	Juicy pineapple meets creamy avocado, crisp jicama, and red onion in a refreshing salad that goes especially well with the pcilantro-chipotle tilapiap .	Toss together all ingredients with 3/4 teaspoon salt and 1/2 teaspoon pepper.	4
991	Key Lime Meringue Cake	In the winter months, there's nothing like the bewitching, slightly exotic flavor of Key limes or the larger regular limes (a.k.a. Persian) to transport you mentally to some warm tropical spot, preferably an island with an endless beach. This cake, with its tart lime filling offset by billowy drifts of sweet, marshmallow-like frosting, should do the trick.p	For Cake: Heat oven to 350F. with rack in middle. Butter cake pans, then line bottoms with rounds of parchment. Dust pans with additional flour, knocking out excess.@newline@Sift flour, baking powder, and salt together into a bowl.@newline@Beat together butter and sugar in a large bowl with an electric mixer (or a stand mixer fitted with the paddle attachment) at medium-high speed until pale and fluffy, about 3 minutes. Beat in eggs one at a time, beating well after each addition. Beat in zest and vanilla and continue beating until light and fluffy, 3 to 5 minutes more. At low speed, add flour mixture in 3 batches alternately with milk, beginning and ending with the flour mixture and mixing until batter is just smooth.@newline@Divide batter between cake pans, spreading it evenly. Bake until a wooden toothpick inserted in the center of each cake comes out clean and cakes begin to pull away from sides of pans, 20 to 25 minutes.@newline@Cool for 15 minutes in pans on racks. Run a thin knife around sides of pans, invert cake layers onto racks, and cool completely.	6
992	Haroseth (Dried Fruit and Nut Paste)	Haroseth, a symbolic seder food, alludes to the mortar that the Jews used to build the pyramids when enslaved by the Egyptian pharaoh. Though haroseth visually mimes the unappealing look of cement, its taste is actually a delicious combination of fresh or dried fruit, nuts, spices and wine. There are as many variations of haroseth as there are seder tables around the world, and all reflect a myriad of traditions. This recipe is inspired by my grandmother's simple grated apple, walnut, and cinnamon version, along with the flavors of my husband's Middle Eastern background.	Pulse toasted nuts in a food processor until coarsely chopped.@newline@Add dried fruit, zest, and spices and pulse again until chopped.@newline@Add Port and pulse until all ingredients are chopped and combined into a coarse paste.@newline@Transfer to a bowl and stir in raisins.	9
993	Asparagus Green Onion Saut	Passover falls at the cusp of spring, and fresh asparagus on the table is one of the best ways to usher in the new season. Combined with the snap of green beans and sauted with the silky, mild bite of green onions, it becomes a welcome pop of color and texture to the plate.	Bring a 5- to 6-quart pot of water seasoned with 1 tablespoon kosher salt to a boil. Cook asparagus and string beans until just tender, 5 to 6 minutes. Drain, then transfer in a single layer to paper or kitchen towels to dry.@newline@Separate white parts from green parts of scallions. Halve whites lengthwise. Halve green parts lengthwise and again in half crosswise. You should have approximately 3-inch pieces.@newline@Heat oil in a large, heavy skillet over medium-high heat until oil shimmers. Add white parts of scallions and saut until they just begin to wilt and turn golden, about 2 minutes.@newline@Add asparagus, green beans, and 1/4 teaspoon salt and saut to heat through, 1 minute. Add green parts of scallions and continue to saut until they just begin to wilt, about 1 minute more. Adjust seasoning if necessary and serve with a fresh grind of black pepper.	11
994	Parmesan Pistachio Crisps	These delicious bites couldn't be easier to make, and an added bonus is that they keep well, too. You can buy good quality, already grated Parmigiano-Reggiano or make your own in the food processor (cut the cheese into smaller chunks), but don't even think of getting one of those green canisters!	Preheat oven to 350F with rack in middle.@newline@Place silpat on a large baking sheet, or if not using a silpat or nonstick baking sheet, line a large baking sheet with parchment. Put rounded teaspoons of cheese 2 inches apart on baking sheets and spread each into a 1 1/2 inch circle.@newline@Sprinkle each round lightly with chopped pistachios (about 1/8 teaspoon for each) and bake until just golden, 6 to 8 minutes.@newline@Let crisps cool on sheet 1 minute then transfer to a rack to cool completely. Bake more crisps in same manner on cooled sheet, wiping nonstick or silpat in between batches (if using), or replacing parchment with each new batch.	8
995	Piquant Bell Peppers	A colorful mix of bell peppers gets a bang of flavor from red wine vinegar, tempered by a touch of sugar and salt. These quick-fix peppers require no roasting and peeling. Just simply slice them up and saut. Serve these alongside our Easter menu's pork loin roast for a bright contrast of flavors that stand up to the hearty main dish.	Cut peppers lengthwise into 1/2 inch thick strips.@newline@Heat olive oil in a large heavy skillet over medium heat and add peppers and 1/2 teaspoon salt. Cook, stirring, until wilted, 10 to 15 minutes.@newline@Add vinegar, sugar, and 1/2 teaspoon salt and cook, stirring occasionally, until peppers are tender and most of liquid has evaporated leaving an emulsified sauce, 10 to 15 minutes. Serve warm or at room temperature.	7
996	Salsa Borracha	"Drunken" salsas have been around forever. They were originally prepared with ppulque,p an alcoholic beverage made from the fermented juice of the once-sacred maguey (agave) plant. Pulque, which is not easy to find outside of Mexico, is not distilled and has a much stronger flavor than tequila, which I use in its place in this recipe. The alcohol is mostly burned off in the cooking process, leaving only its musky flavor. The sweetness from the freshly squeezed orange juice gives this salsa a wonderful balance.	Cook the chiles in a dry saut pan over high heat, turning them constantly, for 2 minutes, or until slightly toasted. Halve and seed the chiles. Tear them into small pieces and transfer the pieces to a blender.@newline@Add the orange juice, tequila, garlic, and 2 tablespoons of the olive oil to the blender. Puree until the salsa is nearly smooth.@newline@Heat the remaining 2 tablespoons olive oil in a saut pan over high heat. Add the salsa and cook for 5 minutes, or until slightly thickened. Season the salsa with salt and pepper. Let it cool completely. (The salsa can be made 1 day ahead. Cover the sauce and keep it in the fridge.)@newline@Serve the salsa topped with the crumbled aejo cheese.	10
997	Maple-Bacon Marshmallows	NoDescription	Lightly coat an 8-by-8-inch baking pan with cooking spray.@newline@WHISK TOGETHER the gelatin and cold water in a small bowl. Let it soften for 5 minutes.@newline@STIR TOGETHER the sugar, maple syrup, corn syrup, water, and salt in a medium saucepan. Bring it to a boil over high heat, stirring occasionally, until it hits 240F. Be prepared to lower the heat as needed-this syrup likes to bubble up. Microwave the gelatin on high until completely melted, about 30 seconds. Pour it into the bowl of a stand mixer fitted with the whisk attachment. Set the mixer to low and keep it running.@newline@WHEN THE SYRUP reaches 240F, slowly pour it into the mixer bowl. Increase the speed to medium and beat for 5 minutes. Increase to medium-high and beat for 3 more minutes. Add the cinnamon, increase to the highest speed, and beat for 1 minute more. Quickly fold in the bacon bits. Pour the marshmallow into the prepared pan. Sift coating over top. Let it set for 6 hours in a cool, dry place. Use a knife to loosen the marshmallow from the edges of the pan. Invert the slab onto a work surface. Cut it into pieces and dust them with more coating.	1
