228	Caramel-Walnut Pie with Dried Cherries	Not quite as sweet as a pecan pie, but with the same caramel candy-like filling.	For crust: Blend flour, salt, and baking powder in processor. Using on/off turns, cut in butter until mixture resembles coarse meal. Add 4 tablespoons ice water. Process just until moist clumps form, adding more water by teaspoonfuls if dough is dry. Form dough into disk. Wrap in plastic; chill until dough is firm enough to roll out, about 30 minutes.@newline@
229	Crepes with Caramel Sauce and Toasted Pecans	Crepas de Cajeta con Nuezp@newline@pCajetap (or pdulce de lechep, as it is known in other Latin American countries) is a thick caramel sauce traditionally made with goat's milk, though cow's milk is also commonly used. If you can't find pcajetap, you can substitute pdulce de lechep, now available in many supermarkets (look for it next to the ice cream sauces). pCajetap is sold at Mexican and Latin American markets.	For crepes: Combine first 6 ingredients in blender and blend until smooth. Let stand 1 hour at room temperature. Blend again before using.@newline@Brush 8- to 9-inch-diameter nonstick skillet lightly with melted butter. Heat over medium-high heat. Pour scant 1/4 cupful batter into skillet, tilting to allow batter to coat bottom of skillet. Cook until crepe is golden on bottom, about 1 minute. Turn crepe over and cook until brown on bottom, about 45 seconds. Transfer to paper towel. Repeat with remaining batter, making about 24 crepes and stacking crepes between paper towels. Cool.@newline@
230	Stromboli	Salami and Cheese Rollsp@newline@pActive time: 15 min Start to finish: 45 min	Preheat oven to 400F.@newline@Quarter dough. Roll out 1 piece into a 10-inch round on a lightly floured surface and sprinkle evenly with 1 tablespoon parmesan and black pepper to taste. Arrange one fourth each of salami, provolone, and roasted peppers in an even layer over dough. Roll up dough round, then tuck ends under and pinch edges to seal.@newline@Make 3 more rolls in same manner and arrange 2 inches apart on a lightly greased baking sheet. Brush lightly with egg and cut 3 (1/2-inch) steam vents in each roll. Bake in middle of oven until golden, 30 to 35 minutes.@newline@
231	Root Vegetable Cobbler with Chive Biscuit Topping	Uncork a Zinfandel or a dry Riesling.	For filling: Melt 2 tablespoons butter in heavy large pot over medium-high heat. Add onion and saut until deep golden, about 7 minutes. Add next 7 in-gredients and stir 1 minute. Add broth and 1 cup water; bring to boil. Reduce heat, cover and simmer until vegetables are almost tender, about 10 minutes. Stir in cream, shiitake mushrooms, peas and chives. Season to taste with salt. Bring mixture to simmer. Mix remaining 1 tablespoon butter and flour in small bowl to blend. Stir into vegetable mixture; simmer until mixture thickens slightly, about 5 minutes. Divide vegetable mixture among six 2-cup souffl or baking dishes; set aside. (Can be prepared 1 1/2 hours ahead. Let stand at room temperature.)@newline@
232	Balsamic Zucchini	Active time: 20 min Start to finish: 45 min	Preheat broiler.@newline@Toss zucchini with oil, salt, and pepper in a large bowl. Arrange zucchini in 1 layer in 2 shallow baking pans (1 inch deep). Broil 1 pan of zucchini 3 to 5 inches from heat, without turning, until browned in spots and beginning to soften, 4 to 6 minutes. Drizzle 2 tablespoons vinegar over broiled zucchini and shake pan a few times, then continue to broil until most of vinegar is evaporated, about 2 minutes. Sprinkle 1/4 cup cheese over broiled zucchini and broil until cheese is melted, about 1 minute more. Cook remaining pan of zucchini in same manner. Cool to room temperature and serve sprinkled with pine nuts.@newline@
233	Velvet Chicken	As a working mother with four daughters, my mom had very little spare time, yet she always managed to turn out meals reminiscent of her native Canton, China. This dish, one of her specialties, takes its name from the moist, velvety texture the chicken gets from being poached at a low temperature. My mother loved the short preparation time (the chicken finishes cooking through heat retained in a covered pot) and that the poaching liquid can be strained and then chilled or frozen to be used again.p@newline@pActive time: 20 min Start to finish: 1 1/2 hr	Rinse chicken inside and out and pat dry.@newline@Combine remaining ingredients in a 4- to 6-quart heavy pot and bring to a boil.@newline@Add chicken, breast side down, and reduce heat to a simmer. (Chicken may not be completely covered with liquid.) Cook, covered, 15 minutes.@newline@Turn off heat and let chicken stand, covered, 30 minutes. Turn chicken over, then cover and let stand 15 minutes more. (Chicken will be cooked through.)@newline@Transfer chicken to a cutting board, reserving cooking liquid. Cut off drumsticks and thighs, then cut off wings, transferring pieces to a serving platter. (Chicken will release juices.) Separate breast (with rib cage) from back, discarding back.@newline@Using a cleaver or other sharp large heavy knife, cut breast against grain through bone into 1-inch-thick slices.@newline@Spoon some of warm poaching liquid over chicken and serve chicken warm, chilled, or at room temperature. Pour remaining poaching liquid through a sieve set into a bowl and serve additional poaching liquid as a sauce if desired, then reserve remaining liquid to use again.@newline@
234	Rack of Lamb with Fresh Herbs and Garlic	What to drink: Dry ros wines from Spain (where they are called rosados) and France are great for warm-weather drinking and extremely food-friendly. Many New World ross are made in a fruitier style, so check with a wine merchant before buying one of them. Serve all ross chilled.	Combine first 6 ingredients in food processor. Blend until garlic is finely chopped. Add 4 tablespoons oil and blend until coarse paste forms. Sprinkle each lamb rack generously with salt. Transfer half of herb paste to small bowl and reserve. Spread remaining half of herb paste over lamb racks. Arrange lamb on rimmed baking sheet. Let stand at room temperature 2 hours. (Can be made 1 day ahead. Cover lamb and reserved herb paste separately and chill. Bring both to room temperature before continuing.)@newline@Preheat oven to 450F. Heat remaining 2 tablespoons oil in heavy large skillet over high heat. Place 1 lamb rack, meat side down, in skillet. Sear until golden, about 2 minutes; return to baking sheet, meat side up. Repeat with remaining lamb racks. Roast lamb until meat thermometer inserted into center of lamb registers 130F for medium-rare, about 20 minutes. Transfer lamb to platter. Let stand 15 minutes. Mix any pan juices into reserved herb paste. Cut lamb between bones into individual chops. Serve with herb sauce.@newline@
235	Cajun Chicken Stew	When I was growing up in Louisiana, nothing made my mouth water like the smell of onion, bell pepper, and celery cooking in my mom's dark Cajun roux. For maximum flavor, use the whole chicken and leave any fat attached.p@newline@pActive time: 1 1/4 hr Start to finish: 1 3/4 hr	Heat 3 tablespoons oil in a 4- to 5-quart heavy pot (preferably cast-iron) over moderately high heat until hot but not smoking. Pat chicken dry and sprinkle with salt. Brown chicken in 4 batches, turning, about 5 minutes per batch, transferring as browned to a large bowl.@newline@Add enough of remaining oil to pot to total 1/4 cup fat, then stir in flour with a flat metal or wooden spatula and cook over moderately low heat, scraping back and forth constantly (not stirring), until roux is the color of milk chocolate, 10 to 20 minutes. Add onion, bell pepper, and celery and cook, scraping back and forth occasionally, until onion is softened, about 8 minutes.@newline@Add water to roux mixture and bring to a boil, stirring occasionally until roux is incorporated. (Roux will appear curdled initially, but will come together as it reaches a boil.) Add chicken and any juices accumulated in bowl, then simmer, partially covered, until chicken is cooked through, 30 to 35 minutes. Stir in cayenne, scallion greens, and salt to taste and serve over rice.@newline@
236	Open-Faced Rhubarb Tart	Active time: 1 hr Start to finish: 3 3/4 hrp@newline@pSee how to roll out dough.	Make crust: Whisk together 1 cup flour, 1 tablespoon sugar, and salt. Blend in butter with your fingertips or a pastry blender until most of mixture resembles coarse meal with remainder in small (roughly pea-size) lumps. Add 1 1/2 tablespoons water and stir with a fork until incorporated.@newline@Gently squeeze a small handful: It should hold together without crumbling apart. If it doesnt, blend in remaining 1/2 tablespoon water.@newline@Turn out dough onto a lightly floured surface and smear 3 times in a forward motion to help distribute fat. Gather dough and form it, rotating on work surface, into a disk. Chill dough, wrapped in plastic wrap, until firm, at least 1 hour.@newline@Roll out dough between sheets of wax paper, 2 overlapping sheets each for top and bottom, into a 12-inch round and chill until firm, about 15 minutes.@newline@
237	Green Beans with Balsamic-Shallot Butter		Combine vinegar and shallots in heavy small saucepan. Boil over medium heat until most vinegar is absorbed (about 1 tablespoon liquid should remain in pan), stirring frequently, about 6 minutes. Transfer mixture to small bowl; cool completely. Add butter; mix with fork until blended.@newline@Cook beans in large pot of boiling salted water until crisp-tender, about 6 minutes. Drain. Refresh under cold water; drain. Pat dry with paper towels. (Balsamic-shallot butter and beans can be made 1 day ahead. Cover separately; chill.)@newline@Combine beans and balsamic-shallot butter in large nonstick skillet. Toss over medium heat until beans are heated through, about 5 minutes. Season to taste with salt and pepper and serve.@newline@
238	Summer Vegetable Frittata	Active time: 35 min Start to finish: 40 min	Preheat broiler.@newline@Whisk together eggs, basil, parsley, salt, and pepper in a bowl.@newline@Cook prosciutto in oil in a 12-inch ovenproof nonstick skillet over moderate heat, stirring, until edges begin to crisp, about 2 minutes. Add zucchini and chard and cook, covered, stirring occasionally, until vegetables are just tender, about 8 minutes. Add scallions and zucchini blossoms and cook, uncovered, stirring occasionally, until just wilted, 1 to 2 minutes. Pour egg mixture into skillet and cook, lifting up cooked egg around edge using a spatula to let as much raw egg as possible flow underneath, until edge is set, about 2 minutes (top and center will still be very loose). Sprinkle cheese evenly over top.@newline@Broil frittata about 6 inches from heat until set, slightly puffed, and golden, 2 to 2 1/2 minutes.@newline@Cool frittata 5 minutes, then loosen edge with a clean spatula and slide onto a large plate. Cut into wedges.@newline@
239	Roasted-Beet and Apple Relish	Active time: 25 min Start to finish: 4 hr	Preheat oven to 425F.@newline@Tightly wrap beets in a double layer of foil and roast on a baking sheet in middle of oven until very tender, 1 1/4 to 1 1/2 hours. Cool in foil package until warm (the steam makes beets easier to peel), about 20 minutes.@newline@While beets are roasting, stir together vinegar, sugar, salt, and pepper in a large bowl until sugar and salt are dissolved. Cut apples into 1/4-inch dice and add to dressing along with horseradish. Toss well.@newline@When beets are cool enough to handle, slip off skins and remove stems. Cut beets into 1/4-inch dice and stir into apple mixture.@newline@Chill relish, covered, stirring occasionally, at least 2 hours (to allow flavors to develop) and up to 3 days.@newline@
240	Pasta with Kalamata Olives and Roasted Cherry Tomato Sauce	Roasting the tomatoes concentrates their sweetness. What to drink: A dry Italian white, such as Pinot Grigio or Soave.	Position rack in center of oven and preheat to 375F. Combine tomatoes, oil, garlic, vinegar, and crushed red pepper in 13x9x2-inch glass baking dish. Season to taste with salt and pepper. Roast until tomatoes are tender and juicy, stirring occasionally, about 45 minutes. Stir in oregano. (Can be made 2 hours ahead. Let stand at room temperature.)@newline@Cook pasta in large pot of boiling salted water until just tender but still firm to bite. Drain. Return to pot. Add tomato mixture, olives, and capers. Stir over medium heat until heated through, about 2 minutes. Add feta and stir until melted and creamy, about 2 minutes. Divide pasta among 6 plates; sprinkle with pine nuts and serve.@newline@
241	Caramel-Walnut Pie with Dried Cherries	Not quite as sweet as a pecan pie, but with the same caramel candy-like filling.	For crust: Blend flour, salt, and baking powder in processor. Using on/off turns, cut in butter until mixture resembles coarse meal. Add 4 tablespoons ice water. Process just until moist clumps form, adding more water by teaspoonfuls if dough is dry. Form dough into disk. Wrap in plastic; chill until dough is firm enough to roll out, about 30 minutes.@newline@
242	Stromboli	Salami and Cheese Rollsp@newline@pActive time: 15 min Start to finish: 45 min	Preheat oven to 400F.@newline@Quarter dough. Roll out 1 piece into a 10-inch round on a lightly floured surface and sprinkle evenly with 1 tablespoon parmesan and black pepper to taste. Arrange one fourth each of salami, provolone, and roasted peppers in an even layer over dough. Roll up dough round, then tuck ends under and pinch edges to seal.@newline@Make 3 more rolls in same manner and arrange 2 inches apart on a lightly greased baking sheet. Brush lightly with egg and cut 3 (1/2-inch) steam vents in each roll. Bake in middle of oven until golden, 30 to 35 minutes.@newline@
243	Brown Sugar-Ginger Ice Cream		Whisk yolks, both sugars and salt in medium bowl to blend. Bring cream and milk to simmer in medium saucepan. Gradually whisk hot cream mixture into yolk mixture. Return to saucepan. Stir over medium-low heat until custard thickens and leaves path on back of spoon when finger is drawn across, about 5 minutes (do not boil). Transfer custard to medium bowl. Whisk in vanilla and ginger. Chill at least 4 hours or overnight.@newline@Process custard in ice cream maker according to manufacturer's instructions. Transfer ice cream to covered container and freeze. (Can be made 1 week ahead. Keep frozen.)@newline@
244	Salmon and Dill Chowder		Cook bacon in a 3-quart heavy saucepan over moderate heat, stirring frequently, until crisp, then transfer to paper towels to drain. Pour off all but 2 tablespoons fat from saucepan, then add onion, celery, potatoes, salt, and pepper and cook, stirring occasionally, until onion is softened, 5 to 7 minutes. Stir in water and bring to a boil, then reduce heat and simmer, covered, until potatoes are almost tender, about 10 minutes.@newline@Add milk and simmer, uncovered, until potatoes are tender, 4 to 5 minutes. Stir in salmon, dill, and butter and simmer gently until salmon is just cooked through, 3 to 4 minutes. Serve sprinkled with bacon.@newline@
245	French Potato Salad	Hold the mayo: This rustic side dish is dressed with a Provence-inspired blend of white wine, Dijon mustard and capers. Be sure the potatoes are still warm when you add them to the dressing; theyll absorb it better, enhancing the flavor of the dish.	Whisk first 7 ingredients in large bowl to blend. Season dressing to taste with salt and pepper. (Can be prepared 1 day ahead. Cover and refrigerate. Bring to room temperature before continuing.)@newline@Cook potatoes in large pot of boiling salted water until just tender, about 35 minutes. Drain. Return potatoes to pot. Place pot over low heat until liquid from potatoes evaporates, about 2 minutes.@newline@Cut warm potatoes into 1/3-inch-thick slices. Add to dressing. Toss gently to coat. Let stand at least 1 hour at room temperature. Toss again and serve.@newline@
246	Peach Tarte Tatin	Apples are traditional, but peaches are divine.	For crust: Blend first 5 ingredients in processor. Using on/off turns, cut in butter until coarse meal forms. Add 3 tablespoons ice water and vinegar; using on/off turns, blend until moist clumps form, adding more water if dough is dry. Gather dough into ball. Flatten into disk. Wrap in plastic; chill at least 1 hour and up to 1 day.@newline@Roll out dough on lightly floured surface to 11-inch round. Transfer to rimless baking sheet. Cover and refrigerate while preparing filling.@newline@
247	Celery -Root Rmoulade		Whisk together 1/4 cup buttermilk, cornstarch, salt, and cayenne in a small heavy saucepan until smooth. Whisk in yolk, then remaining 1/2cup buttermilk. Cook over moderately low heat, whisking constantly, until mixture comes to a simmer and thickens, 4 to 5 minutes. Transfer to a small bowl.@newline@Whisk in oil, herbs, anchovy, cornichon, capers, shallot, mustard, sugar, lemon juice, and salt and pepper to taste. Chill rmoulade, covered, at least 30 minutes.@newline@Whisk water into rmoulade to thin and toss with celery root.@newline@
248	Tomato Orange Marmalade	This recipe has a small yield, so it's not necessary to sterilize and process the jars if you plan on keeping the marmalade in the refrigerator and eating it within a few weeks. But if you want to make larger batches, pprocess the jars.p@newline@pActive time: 40 minutes Start to finish: 1 day	If desired, sterilize jars , lids, and screw bands.@newline@Chill 2 small plates (for testing marmalade).@newline@Cook all ingredients, including reserved juices from tomatoes, in pot over moderate heat, stirring frequently, until sugar is dissolved, about 6 minutes. Simmer, stirring frequently as marmalade thickens (to prevent scorching) and adjusting heat as needed, until marmalade tests done, 50 minutes to 1 1/4 hours. Begin testing for doneness after 50 minutes: Drop a spoonful of marmalade on a chilled plate, then tilt; it should remain in a mound and not run (if necessary, remove pot of marmalade from heat while testing).@newline@If not processing, cool marmalade, uncovered, then chill in an airtight container (preferably glass).@newline@If processing, drain jars upside down on a clean kitchen towel 1 minute, then invert. Ladle marmalade into jars, leaving 1/4 inch of space at top. Run a thin knife between marmalade and jar to eliminate air bubbles.@newline@Seal, process, and store filled jars (and boil marmalade in jars 10 minutes).@newline@Let marmalade stand in jars at least 1 day for flavors to develop.@newline@
249	Brisket with Herbed Spinach Stuffing	A vegetable and herb filling adds another element to an unusual and impressive version of a classic Passover main course.	Make stuffing: Heat oil in heavy large skillet over medium heat. Add onions, garlic and thyme; saut until onions soften, about 5 minutes. Cool 15 minutes. Mix in spinach and matzo. Season stuffing with salt and pepper. Mix in egg.@newline@
250	Lamb and Eggplant Pastitsio	Active time: 35 min Start to finish: 2 1/2 hr	Make lamb sauce: Cook onion in oil in a 4-quart heavy pot over moderately low heat, stirring, until softened, 3 to 5 minutes. Add lamb and saut over moderately high heat, stirring and breaking up lumps, until no longer pink, about 5 minutes. Add garlic, salt, oregano, cinnamon, sugar, and pepper and saut, stirring, 2 minutes.@newline@Stir in eggplant and tomatoes and gently simmer, covered, stirring occasionally, until eggplant is just tender, about 40 minutes. Remove lid and simmer, stirring occasionally, until sauce is thickened, about 15 minutes more. Season with salt and pepper.@newline@Preheat oven to 425F.@newline@
251	Grilled Potato Salad with Watercress, Green Onions, and Blue Cheese Vinaigrette	To impart smoky flavor to food when using an outdoor gas grill, add a handful of wood chips (soaked in cold water 30 minutes and drained) to a smoker box and place it under the grates and on top of ceramic briquettes in the far right or left corner of the grill.	Combine vinegar, shallot, and mustard in medium bowl. Gradually whisk in oil. Mix in cheese. Season vinaigrette to taste with salt and pepper.@newline@Cook potatoes in large pot of boiling salted water until almost tender, about 16 minutes. Drain; cool completely. Cut potatoes into 1/4- to 1/2-inch-thick rounds. Brush rounds on both sides with oil; sprinkle with salt and pepper.@newline@Prepare barbecue (medium-high heat). Arrange watercress on platter. Grill potatoes until golden and cooked through, about 3 minutes per side.@newline@Mound warm potatoes atop watercress; sprinkle with green onions. Spoon vinaigrette over potatoes.@newline@
252	Apple Brown Betty		Preheat oven to 375F.@newline@Melt butter in a large nonstick skillet and remove from heat. Stir in cinnamon, salt, and 1 tablespoon brown sugar, then stir in bread crumbs. Sprinkle one third of crumbs over bottom of a 1-quart shallow baking dish. Peel and coarsely chop 2 apples. Cook with water and remaining 2 tablespoons brown sugar in a 1 1/2-quart saucepan, covered, over moderate heat, stirring occasionally, 10 minutes. Pure chopped apples with cooking liquid in a blender.@newline@Peel remaining 2 apples and cut into 1/4-inch-thick wedges. Arrange wedges over crumbs, then pour hot pure over wedges. Sprinkle with remaining crumbs. Bake in middle of oven until top is golden brown and apples are tender, about 40 minutes. Cool on a rack 10 minutes and serve with frozen yogurt.@newline@
253	Lamb Chops and Fresh Persimmon Chutney	Active time: 20 min Start to finish: 40 minp@newline@pWhen we think of fall fruits, persimmons are all too often forgotten  but they're wonderful. Here, they make a salsa-like chutney that's perfect for lamb chops.	Stir together persimmons, onion, ginger, jalapeo, lime juice, and salt and let stand at room temperature while cooking lamb chops.@newline@Pat chops dry and season with salt and pepper. Heat oil in a 12-inch nonstick skillet over moderate heat until hot but not smoking, then cook chops about 9 minutes on each side for medium-rare. Transfer chops with tongs to a cutting board or plate and let stand, loosely covered with foil, 3 minutes before serving.@newline@Serve lamb chops with persimmon chutney.@newline@
254	Mixed Greens with Crispy Bacon, Goat Cheese, and Fried Egg	Serve with crusty French bread for a starter, light lunch, or supper.	Saut bacon in heavy large skillet over medium heat until brown and crisp, about 8 minutes. Using slotted spoon, transfer bacon to paper towels to drain. Pour off and discard all but 1 tablespoon drippings from skillet.@newline@Whisk vinegar and mustard in large bowl to blend. Whisk in oil. Season dressing to taste with salt and pepper. Transfer 1 tablespoon dressing to small bowl; set aside. Add greens to large bowl with dressing; toss to coat. Divide greens among 4 plates. Scatter goat cheese and bacon pieces over each salad.@newline@Heat drippings in same skillet over medium heat. Gently break eggs into skillet; cook until whites begin to set, about 1 minute. Add 2 tablespoons water to skillet; cover and cook until whites are set and yolks are softly set, about 2 minutes. Using spatula, top each salad with 1 egg. Sprinkle eggs with salt and pepper. Drizzle lightly with reserved 1 tablespoon dressing and serve.@newline@
255	Scallion Wild Rice Crepes with Mushroom Filling and Red Pepper Sauce	For more information about cooking wild rice, see pBorn to Be Wildp.p@newline@pActive time: 1 3/4 hr Start to finish: 3 1/2 hr	Make crpe batter: Bring 4 cups water to a boil in a 2-quart heavy saucepan, then add rice and 1/2 teaspoon salt. Reduce heat and cook, covered, over low heat until rice is tender and grains are split open, 1 to 1 1/4 hours (not all liquid will be absorbed). Drain well in a colander and cool to warm.@newline@Blend together milk, eggs, 3 tablespoons butter, flour, pepper, remaining teaspoon salt, and 1 cup cooked wild rice in a blender until smooth, about 1 minute. Transfer to a large bowl and stir in scallions and 1 1/2 cups cooked wild rice (reserve remainder for another use). Let batter stand, covered, at room temperature 1 hour.@newline@
256	Smoked Salmon, Fennel and Goat Cheese Toasts	Goat cheese and fennel prove to be the perfect partners for smoked salmon. Pour glasses of Champagne or Sauvignon Blanc.	Preheat oven to 350F. Mix first 5 ingredients in small bowl to blend. Set aside.@newline@Brush oil over both sides of bread. Arrange bread in single layer on large baking sheet. Bake until bread is just crisp, about 5 minutes per side. (Cheese mixture and toasts can be made 2 days ahead. Cover cheese mixture and chill. Cool toasts; store airtight at room temperature.)@newline@Spread cheese mixture over toasts. Top with salmon, trimming to fit. Garnish with lemon peel strips and tarragon sprigs. Arrange on platter and serve.@newline@
257	Oyster Roast	Oyster-roast masters like Louis Osteen, who have been doing this for years, use huge pits or grills that are large enough to cook sausages, oysters, and clams all at the same time. We recommend using whatever type of oyster is locally available to you. Examine them carefullydiscard any that smell bad. If any are cracked or open, and don't close when tapped, discard those as well. When roasting oysters, it's important to keep them moist enough to create steam (hence the soaked burlap or water in the roasting pan). If roasted dry, they can explode.p@newline@pTo make this menu simpler, you could skip making the clams; there will still be plenty of food for everyone.	Charcoal grill method for sausages and oysters: Prepare grill for cooking with about 7 pounds of briquets. (Youll need about 15 pounds of briquets total.)@newline@Prick bratwursts and chorizo in several places with a fork, then grill, covered, turning occasionally, until browned and cooked through, about 10 minutes.@newline@Scatter about 12 additional briquets over glowing coals and replace rack.@newline@Fold burlap into a triple layer slightly smaller than grill surface and soak completely with water. Put 3 to 4 dozen oysters directly on grill rack, cover with wet burlap, and roast, without grill cover, until shells just begin to open (about 1/16 inch) or give slightly when squeezed with tongs, about 10 minutes. (If necessary, sprinkle more water over burlap to keep moist.) Serve oysters as they open, removing them with tongs, and roast any unopened oysters a few minutes longer, replacing burlap. Roast remaining oysters in 2 or 3 batches in same manner, adding about 12 more briquets between batches to keep fire hot and resoaking burlap thoroughly.@newline@
258	Chestnut Ice Cream with Chocolate Grand Marnier Sauce		Make ice cream: Finely chop chestnuts and cook with 1 1/4 cups milk at a bare simmer in a large heavy saucepan, uncovered, stirring occasionally, 15 minutes. Pure in a blender until smooth (use caution when blending hot liquids).@newline@Bring cream and remaining 1 3/4cups milk just to a simmer in heavy saucepan and remove from heat.@newline@Beat together yolks and brown sugar in a large bowl with an electric mixer at high speed until thick and pale and mixture forms a ribbon when beaters are lifted.@newline@Whisk 1/3 of hot cream mixture into yolk mixture to temper, then whisk yolk mixture into remaining cream mixture. 3Whisk in chestnut pure and salt, then add zest. Cook over moderately low heat, stirring constantly, just until mixture registers 170F on an instant-read thermometer (do not boil).@newline@Immediately pour custard through a fine sieve into a clean metal bowl and stir in vanilla. Set bowl in a larger bowl of ice and cold water and cool custard, stirring occasionally. Chill, surface covered with waxed paper, until cold, at least 3 hours.@newline@Freeze custard in ice-cream maker, then transfer to an airtight container and put in freezer to harden.@newline@
259	Mocha Layer Cake with Chocolate-Rum Cream Filling	This ultra-rich dessert is inspired by the classic Rig Jancsi cake, named for the legendary Hungarian Gypsy violinist. Make it one day ahead to allow the flavors to meld.	For filling and topping: Stir first 3 ingredients in heavy large saucepan over medium-high heat until sugar dissolves and cream comes to simmer. Remove from heat. Add 20 ounces chocolate; whisk until melted and smooth. Whisk in rum and vanilla. Transfer 1 cup warm chocolate mixture to small bowl; whisk remaining 2 ounces chocolate into mixture in bowl and set aside for topping. Cover; let stand at room temperature. Transfer remaining chocolate mixture to large bowl to use as filling; chill until cold and thick, at least 6 hours and up to 1 day.@newline@
260	Morel-Crusted Ribs with Polenta	The ribs can be braised one day ahead and topped with the breadcrumb mixture shortly before serving. What to drink: Robust Pinot Noirs with firm acid (to cut the richness of this dish), such as French Burgundies from Volnay, and Oregon or California Pinots.	Place morels in small bowl. Pour 1 1/2 cups boiling water over; let soak until mushrooms soften, at least 30 minutes and up to 4 hours. Drain mushrooms, reserving soaking liquid. Rinse mushrooms under cold water to remove any excess dirt.@newline@Preheat oven to 350F. Mix 1 teaspoon thyme, rosemary, salt, and pepper in small bowl. Rub herb mixture all over short ribs. Heat oil in heavy large ovenproof pot over medium-high heat. Working in batches, add ribs to pot and cook until brown on all sides, about 10 minutes per batch. Transfer ribs to bowl.@newline@Pour off all but 2 tablespoons fat from pot. Reduce heat to medium. Add onion, carrot, garlic, and prosciutto to pot; saut until vegetables begin to soften, about 5 minutes. Add wine and bring to boil, scraping up any browned bits from bottom of pot. Add broth, bay leaf, reserved morels, morel soaking liquid (leaving any sediment behind), and remaining 1 teaspoon thyme to pot. Return ribs to pot, meat side down; bring to boil. Cover pot tightly; transfer to oven and bake until ribs are very tender, about 1 hour 45 minutes. Remove from oven. (Short ribs can be braised 1 day ahead. Cool slightly. Refrigerate uncovered until cold, then cover and keep chilled. Rewarm slightly over medium heat before continuing.)@newline@Preheat oven to 450F. Transfer ribs to large roasting pan, bone side down. Remove 5 large morels from pot and finely chop. Place in medium bowl. Add butter and mix with fork to blend. Mix in breadcrumbs. Season with salt and pepper. Spread 1 teaspoon mustard over top of each rib. Spread breadcrumb mixture over top of each rib, pressing to adhere. Bake until topping is crisp and golden, about 10 minutes.@newline@Meanwhile, spoon off any fat from top of sauce in pot and discard. Boil sauce until slightly thickened and reduced to generous 2 cups, about 10 minutes. Season with salt and pepper.@newline@Spoon polenta into bowls. Top with short ribs. Spoon sauce over and serve.@newline@
261	Meatballs in Tomato-Serrano Chile Sauce	Albndigas con Salsa de Tomate y Chile de Serranop@newline@pThis is served with traditional pMexican White Ricep .	For meatballs: Combine bread, milk, onion, garlic, salt, oregano, and pepper in large bowl. Mash with fork until thick paste forms. Mix in beef, pork, tomatoes, eggs, and mint (mixture will be soft). Using 1/4 cupful for each, form mixture into 2-inch balls. Place on baking sheet; chill while making sauce.@newline@
262	Grilled Mussel and Potato Salad		Cover potatoes with salted water by 1 inch in a large saucepan, then simmer, uncovered, until just tender, about 15 minutes. Drain in a colander and rinse under cold water until cool.@newline@Prepare grill for cooking.@newline@Cut cooled potatoes crosswise into thirds and arrange in 1 layer on a tray. Brush both sides of potatoes with some oil (2 tablespoons total for all of them) and season with salt and pepper.@newline@When fire is medium-hot (you can hold your hand 5 inches above rack 3 to 4 seconds), grill potatoes on lightly oiled rack until grill marks form, about 1 minute on each side, then transfer to a large bowl. Toss hot potatoes with 2 tablespoons lemon juice.@newline@Put mussels in aluminum pan and cook in covered grill, stirring occasionally, 5 to 6 minutes, or until they just open. Transfer mussels to a bowl with a slotted spoon. Discard any that haven't opened, then shuck remainder.@newline@Add mussels to potatoes along with fennel, parsley, olives, capers, and remaining 2 tablespoons lemon juice, tossing to combine, then let stand at room temperature, tossing occasionally, 10 minutes.@newline@Toss salad with remaining oil and salt and pepper to taste.@newline@
263	Lemon Shortbread	The secret to tender shortbread  a classic Scottish treat  is not overworking the dough.	Preheat oven to 300F. Blend first 5 ingredients in processor. Add butter; cut in using on/off turns until moist clumps form. Gather dough into ball; divide in half. Press 1 dough half onto bottom of each of two 8-inch-diameter cake pans. Pierce dough all over with fork.@newline@Bake until cooked through and pale golden, about 40 minutes. Cool shortbread in pans on racks 5 minutes. Cut each warm shortbread in pan into 12 wedges. Cool completely. Using spatula, carefully transfer to platter. (Can be made up to 4 days ahead. Store in airtight container at room temperature.)@newline@
264	Twice-Baked Almond Cookies	Croquants d'Amandes	Position rack in center of oven and preheat to 425F. Butter and flour 13 x 9 x 2-inch metal baking pan. Sift flour and salt into medium bowl. Whisk sugar, eggs, honey and orange flower water in large bowl to blend well. Gradually add flour mixture, stirring just until blended. Stir in almonds. Spoon batter into prepared pan. Using back of spoon, spread batter evenly to smooth top.@newline@Bake until dough puffs and is pale golden, about 20 minutes. Cool 5 minutes. Turn pastry out onto rack; cool completely. Maintain oven temperature. Cut pastry crosswise into 1/2-inch-wide strips. Cut each strip diagonally into 3 pieces. Arrange cookies, cut side down, on 2 baking sheets. Bake until cookies are golden, about 14 minutes. Transfer cookies to racks; cool. (Can be prepared 5 days ahead. Store airtight at room temperature.)@newline@
265	Aromatic Yellow Rice	This recipe can be prepared in 45 minutes or less.p@newline@pAll over Southeast Asia, yellow is associated with gods, royalty and feasts, and any celebration is likely to have a large dish of yellow rice like this at the center of the table.	Heat oil in heavy large saucepan over medium heat. Add shallots and stir 3 minutes. Add rice and next 5 ingredients; stir 2 minutes. Add broth and lime leaves and bring to boil. Reduce heat to low; cover and cook until liquid is absorbed and rice is tender, about 20 minutes. Remove from heat. Let stand, covered, 5 minutes. Discard cinnamon stick and lime leaves. Transfer rice to bowl.@newline@
