Tea Cake Sandwich Cookies	Essentially, these are old-fashioned sugar cookies all dressed up for the holidays. If you want to use icing for decoration, follow the directions for the icing in the pNew England Molasses Gingerbread Cookiesp recipe.	3 cups all purpose flour^1/2 teaspoon salt^1 1/4 cups (21/2 sticks) unsalted butter, room temperature^2/3 cup sugar^2 1/2 tablespoons whole milk^1 tablespoon grated lemon peel^2 teaspoons vanilla extract^Nonstick vegetable oil spray^Assorted decorations (such as powdered sugar, icing, colored sugar crystals, and edible glitter)^2/3 cup preserves (such as apricot, seedless raspberry, or seedless blackberry)	Whisk flour and salt in medium bowl to blend well. Using electric mixer, beat butter and 2/3 cup sugar in large bowl until fluffy. Beat in milk, lemon peel, and vanilla extract. Add flour mixture and beat until blended. Gather dough into ball; divide in half. Flatten into disks. Wrap in plastic and chill at least 2 hours. (Can be made 2 days ahead. Keep chilled. Let soften slightly before rolling out.)@newline@Roll out each dough disk between sheets of waxed paper to 14x11-inch rectangle, occasionally lifting waxed paper to smooth out wrinkles. Refrigerate dough on baking sheets, still between sheets of waxed paper, until cold and firm, about 30 minutes. Place 1 dough piece on work surface. Peel off top sheet of waxed paper. Press same waxed paper gently back onto dough. Turn dough over (still between waxed paper sheets). Peel off top sheet of waxed paper and discard. Using 2 1/4-inch scalloped round cutter and with dough still on waxed paper bottom, cut out cookies. Using 1- to 1 1/4-inch scalloped round cutter, cut out center from half of cookies. Gather dough centers and excess dough around cutouts; shape excess dough into disk and chill. Slide waxed paper with cutouts onto baking sheet and chill. Repeat with remaining dough disk, cutting out rounds, cutting centers from half of rounds to make top rings, and gathering and chilling excess dough. Roll out excess dough between sheets of waxed paper, making more cookie bottoms and top rings. Repeat rolling and cutting until all of dough is used.@newline@Position rack in center of oven and preheat to 350F. Spray 2 large baking sheets with nonstick spray. Using metal spatula to lift cutouts from waxed paper, transfer cookie bottoms to 1 prepared sheet and top rings to second sheet, spacing slightly apart (cookies spread very little). Sprinkle some top rings with colored sugar crystals (or leave plain to decorate later). Bake cookies, 1 sheet at a time, until pale golden, about 8 minutes. Cool cookies on baking sheets 5 minutes. Transfer cookies to racks; cool completely.@newline@Arrange cookie bottoms on work surface. Spread each with 1 teaspoon preserves. Sift powdered sugar over plain cookie rings or decorate with icing and sugar crystals or edible glitter as desired. Press 1 top ring onto each prepared cookie bottom. (Cookies can be made 3 days ahead. Store airtight between sheets of waxed paper in refrigerator.)@newline@	American^Cookie^Milk/Cream^Mixer^Berry^Bake^Christmas^Winter^Jam or Jelly^Bon Apptit
Herb and Bacon Corn-Bread Stuffing		2 loavesCorn Bread^6 large celery ribs^1 pound onions (about 2 large)^1 pound sliced bacon^1/2 cup chopped mixed fresh herbs such as thyme, sage, rosemary, and/or marjoram or 2 tablespoons mixed dried herbs, crumbled^1 cup Turkey Giblet Stock or chicken broth^1/4 cup reserved fat from roast turkey or melted butter	Preheat oven to 325 F. and butter a 4-quart baking dish.@newline@Cut corn bread into 1/2-inch cubes and dry in 2 large shallow baking pans in oven 20 minutes. Remove corn bread from oven and leave oven at 325 F. Coarsely chop separately celery, onions, and bacon.@newline@In a large, deep skillet saut bacon over moderately high heat, stirring, until browned, about 10 minutes. Add celery and onions and cook, stirring, until vegetables are softened, about 5 minutes. Add herbs and salt and pepper to taste and cook, stirring, 1 minute.@newline@In a large bowl toss together corn bread and bacon mixture and transfer to baking dish. Stuffing may be prepared up to this point 1 day ahead and cooled completely before being chilled, covered.@newline@Drizzle stock or broth over stuffing and bake, covered, 1 hour. Drizzle reserved fat or butter over stuffing and bake, uncovered, in upper third of oven 30 minutes more, or until top is golden.@newline@	Herb^Onion^turkey^Side^Bake^Saut^Thanksgiving^Stuffing/Dressing^Bacon^Cornmeal^Celery^Gourmet
Strawberry Icebox Pie with Almond Crust	An easy press-in crust of ground graham crackers and toasted almonds is topped with a fresh strawberry filling and whipped cream. Chill the pie at least two hours before serving.	1 cup slivered almonds, toasted^1/2 cup graham cracker crumbs^1/4 cup sugar^6 tablespoons (3/4 stick) unsalted butter, melted^5 cups quartered hulled strawberries (about 24 ounces)^1 cup sugar^1/4 cup cornstarch^2 tablespoons fresh lemon juice^2 teaspoons grated orange peel^1 1/2 cups chilled whipping cream	For crust: Position rack in center of oven; preheat to 350F. Butter 9-inch-diameter glass pie dish. Coarsely chop almonds in processor. Add graham cracker crumbs and sugar; process until finely ground. Add butter; process until evenly moistened. Press crumb mixture onto bottom and up sides of prepared pie dish.@newline@Bake crust until set, about 12 minutes. Cool completely on rack.@newline@	American^Milk/Cream^Dessert^Strawberry^Almond^Summer^Chill^Bon Apptit^Vegetarian^Pescatarian^Peanut Free^Soy Free^Kosher
Tortilla Soup	Sopa de Tortilla	6 dried guajillo chiles, stemmed^2 dried pasilla chiles, stemmed^12 5- to 6-inch-diameter white corn tortillas^2/3 cup plus 2 tablespoons corn oil^2 cups coarsely chopped plum tomatoes^1 1/2 cups water^1/4 small white onion^2 large garlic cloves^1 large sprig fresh epazote or 2 large fresh cilantro sprigs^Pinch of baking soda^4 cups low-salt chicken broth^1/2 cup crumbled queso fresco^1 small avocado, peeled, pitted, diced^1/4 cup crema mexicana* or sour cream	Cut slit in 1 long side of each chile; pull open. Remove seeds and membranes; press chiles flat. Cut pasilla chiles into 1x1/4-inch strips.@newline@Cut 6 tortillas into 1x1/4-inch strips. Heat 2/3 cup oil in heavy medium skillet over medium-high heat until very hot. Working in batches, add tortilla strips to skillet; toss until crisp and golden, about 1 minute. Using slotted spoon, transfer strips to paper towels. One at a time, fry 6 whole tortillas in oil until golden and almost crisp, about 30 seconds per side. Transfer to paper towels. Working in batches, add guajillo chiles to skillet; press with spatula until chiles begin to blister, about 10 seconds per side. Transfer to paper towels. Add pasilla chile strips to skillet; stir 10 seconds. Transfer to paper towels to drain.@newline@Combine tomatoes and next 5 ingredients in heavy large pot. Coarsely crumble whole tortillas, then guajillo chiles into pot. Bring to boil. Reduce heat to medium; cover and simmer until water is almost absorbed and chiles are soft, stirring occasionally, about 6 minutes. Working in 3 batches, puree mixture in blender until smooth, adding 1/4 cup broth to each batch. Heat 2 tablespoons oil in large saucepan over medium-high heat. Add tomato mixture; stir until thick and deeper in color, about 2 minutes. Add 3 1/4 cups broth; bring to boil. Simmer 8 minutes to develop flavors. Season with salt.@newline@	Mexican^Soup/Stew^Blender^Herb^Tomato^Hot Pepper^Winter^Tortillas^Simmer^Bon Apptit
Cantaloupe and Prosciutto with Basil Oil		2 tablespoons pine nuts^1/2 cup packed fresh basil leaves^1/4 cup olive oil^1 cantaloupe^1/2 pound thinly sliced prosciutto^2 ounces crumbled ricotta salata or feta (about 1/4 cup)	Preheat oven to 375F.@newline@On a baking sheet toast pine nuts until golden, about 5 minutes, and cool. In a blender pure basil with oil until basil is minced. Pour pure through a very fine sieve into a bowl, pressing hard on solids, and discard solids.@newline@Halve and seed cantaloupe. Cut melon into 1/4-inch-thick wedges and discard rind.@newline@Spoon basil oil onto 4 plates. Arrange melon decoratively over oil and top with prosciutto. Sprinkle melon and prosciutto with pine nuts and cheese.@newline@	Italian^Fruit^Appetizer^Quick & Easy^Cantaloupe^Basil^Summer^Prosciutto^Gourmet^Wheat/Gluten-Free^Peanut Free^Soy Free^No Sugar Added
Triple-Chocolate Cake with Chocolate-Peppermint Filling	The cake can be made a day ahead and refrigerated; bring it to room temperature to serve. If desired, you can garnish the cake with sugared mint leaves: Whisk egg whites until they are foamy, then brush them over mint leaves and sprinkle leaves with sugar.	8 ounces imported milk chocolate (such as Lindt), finely chopped^1/2 cup whipping cream^1 tablespoon light corn syrup^1/2 teaspoon peppermint extract^1 cup sifted all purpose flour^1/3 cup unsweetened cocoa powder^1/2 teaspoon salt^1/4 teaspoon baking powder^1/4 teaspoon baking soda^3/4 cup (1 1/2 sticks) unsalted butter, room temperature^1 cup sugar^1/3 cup (packed) dark brown sugar^2 teaspoons vanilla extract^3 large eggs^1/2 cup buttermilk^1 1/2 cups miniature semisweet chocolate chips^8 ounces bittersweet (not unsweetened) or semisweet chocolate, finely chopped^1/2 cup (1 stick) unsalted butter, cut into pieces^1 tablespoon light corn syrup^3/4 teaspoon peppermint extract^12 whole red-and-white-striped hard peppermint candies, chopped^Fresh mint leaves	For filling: Place chocolate in medium bowl. Bring cream and corn syrup to simmer in small saucepan. Pour hot mixture over chocolate; add extract and let stand 1 minute. Whisk until mixture is smooth. Let filling stand at room temperature while cake is baking and cooling.@newline@	American^Cake^Chocolate^Dessert^Bake^Christmas^Mint^Winter^Bon Apptit^Vegetarian^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^Kosher
Broccoli with Sesame Seeds and Dried Red Pepper		3 tablespoons sesame seeds^3/4 teaspoon kosher salt^3/4 teaspoon dried crushed red pepper^1 1/4 pounds broccoli, cut into florets^1 tablespoon toasted sesame oil	Toast sesame seeds in heavy small skillet over medium heat until golden, about 5 minutes. Set aside 1 tablespoon toasted sesame seeds. Place remaining sesame seeds in spice grinder. Add salt and 1/2 teaspoon crushed red pepper; grind coarsely. Set sesame-red pepper mixture aside.@newline@Steam broccoli until crisp-tender, about 7 minutes. Transfer to large bowl. Add oil, 1 tablespoon reserved sesame seeds, remaining 1/4 teaspoon crushed red pepper, and 2 teaspoons sesame-red pepper mixture; toss to combine. Serve, passing remaining sesame-red pepper mixture separately.@newline@	Vegetable^Side^Steam^Low Carb^Vegetarian^Broccoli^Bon Apptit^Sugar Conscious^Vegan^Pescatarian^Paleo^Dairy Free^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
Classic Coq au Vin	Marinating the chicken in the wine mixture adds flavor. Starting two days ahead and rewarming the dish improves that flavor.	1 750-ml bottle French Burgundy or California Pinot Noir^1 large onion, sliced^2 celery stalks, sliced^1 large carrot, peeled, sliced^1 large garlic clove, peeled, flattened^1 teaspoon whole black peppercorns^2 tablespoons olive oil^1 6-pound roasting chicken, backbone removed, cut into 8 pieces (2 drumsticks, 2 thighs, 2 wings with top quarter of adjoining breast, 2 breasts)^1 tablespoon olive oil^6 ounces thick-cut bacon slices, cut crosswise into strips^3 tablespoons all purpose flour^2 large shallots, chopped^2 large garlic cloves, chopped^4 large fresh thyme sprigs^4 large fresh parsley sprigs^2 small bay leaves^2 cups low-salt chicken broth^4 tablespoons (1/2 stick) butter^1 pound assorted fresh wild mushrooms (such as crimini and stemmed shiitake)^20 1-inch-diameter pearl onions, or boiling onions, peeled^Chopped fresh parsley	For marinating chicken: Combine wine, onion, celery, carrot, garlic, and peppercorns in large pot. Bring to boil over high heat. Reduce heat to medium and simmer 5 minutes. Cool completely; mix in oil. Place chicken pieces in large glass bowl. Pour wine mixture over chicken; stir to coat. Cover and refrigerate at least 1 day and up to 2 days, turning chicken occasionally.@newline@	
Walnut Tartlets	(TARTELETTES AUX NOIX)	Pastry Crust Dough^1 cup whipping cream^1/2 cup sugar^1/4 cup (packed) golden brown sugar^1/4 cup honey^1 teaspoon grated orange peel^1/2 teaspoon whole aniseed^1 3/4 cups walnuts, toasted, chopped	Preheat oven to 400F. Roll out 1 pastry disk on floured surface to 6-inch round. Transfer to 4 1/2-inch-diameter tartlet pan with removable bottom. Press crust onto bottom and up sides of pan; trim overhang to 1/2 inch. Fold overhang in and press, forming double-thick sides. Repeat with remaining dough disks and 5 more pans. Chill crusts while making filling.@newline@Stir cream and next 5 ingredients in heavy medium saucepan over medium-low heat until sugar dissolves. Increase heat; boil until mixture bubbles thickly and color darkens slightly, about 6 minutes. Remove from heat; stir in walnuts.@newline@Place crusts on baking sheet. Divide filling among crusts. Bake tartlets until filling bubbles thickly and crusts are golden, about 25 minutes. Cool tartlets in pans on rack 5 minutes. Remove pan sides while tartlets are still warm. Serve slightly warm or at room temperature.@newline@	French^Milk/Cream^Nut^Dessert^Bake^Kid-Friendly^Walnut^Honey^Anise^Bon Apptit
Peanut Butter Cupcakes		1 1/4 cups all-purpose flour^1 1/2 teaspoons baking powder^Rounded 1/4 teaspoon salt^1/2 cup smooth peanut butter^1/2 stick (1/4 cup) unsalted butter, softened^1/2 cup packed light brown sugar^1 large egg^1/2 teaspoon vanilla^2/3 cup whole milk^1/3 cup heavy cream^4 ounces milk chocolate, finely chopped^1/3 cup chopped peanuts^Special equipment: a muffin tin with 12 (1/2-cup) muffin cups and paper liners	Make cupcakes: Preheat oven to 350F.@newline@Whisk together flour, baking powder, and salt in a bowl.@newline@Beat together peanut butter, butter, and brown sugar in a large bowl with an electric mixer at medium speed until blended, about 2 minutes. Add egg and vanilla and beat until fluffy, about 1 minute. Reduce speed to low and add flour mixture and milk alternately in batches, beginning and ending with flour mixture, then mix until just combined.@newline@Divide batter among lined muffin cups (about two-thirds full) and bake in middle of oven until pale golden and a tester inserted in center of a cupcake comes out clean, 18 to 20 minutes. Turn cupcakes out onto a rack and cool completely.@newline@	American^Cake^Milk/Cream^Mixer^Chocolate^Dessert^Bake^Kid-Friendly^Peanut^Birthday^Party^Gourmet
Chocolate Brownie Torte with White Chocolate Mousse and Caramelized Bananas	Begin making this one day before serving.	Nonstick vegetable oil spray^1/4 cup (1/2 stick) butter^2 ounces unsweetened chocolate, chopped^1 ounce bittersweet (not unsweetened) or semisweet chocolate, chopped^2 large eggs^3/4 cup sugar^2 teaspoons vanilla extract^1/2 cup cake flour^12 ounces good-quality white chocolate (such as Lindt or Baker's), chopped^1 1/2 cups chilled whipping cream^3 large egg whites^Nonstick vegetable oil spray^4 firm but ripe bananas, peeled, cut diagonally into 1/2-inch-thick rounds^1/4 cup sugar^2 teaspoons fresh lemon juice^Bittersweet Chocolate Sauce	For brownie: Preheat oven to 350F. Spray 9-inch-diameter springform pan with 2 3/4-inch-high sides with nonstick spray. Dust pan with flour. Stir butter and both chocolates in heavy small saucepan over low heat until melted and smooth. Cool to room temperature.@newline@Using electric mixer, beat eggs and sugar in large bowl until thick, about 5 minutes. Beat in vanilla. Stir in chocolate mixture. Sift flour over and fold in. Transfer batter to prepared pan. Bake until tester inserted into center of brownie comes out with dry crumbs attached, about 18 minutes. Cool completely in pan on rack.@newline@	American^Cake^Milk/Cream^Chocolate^Egg^Dessert^Bake^Broil^Kid-Friendly^Banana^Chill^Bon Apptit^Kidney Friendly^Vegetarian^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^Kosher
Pistachio, Lemon, and Vanilla Shortbread	Traditional Scottish shortbread is baked in molds. In this modern version, the dough is simply pressed into a pan, baked, and cut into squares. Grated lemon peel cuts the buttery richness, and semolina flour adds texture.	1 1/2 cups all purpose flour^1/2 cup sugar^1/2 cup semolina flour*^1 cup (2 sticks) chilled unsalted butter, cut into 1/2-inch cubes^1 1/2 teaspoons grated lemon peel^1 teaspoon vanilla extract^1 cup shelled natural pistachios (about 4 ounces), coarsely chopped	Preheat oven to 325F. Butter 13x9x2-inch metal baking pan. Combine all purpose flour, sugar, and semolina flour in processor; blend 5 seconds. Add butter, lemon peel, and vanilla. Using on/off turns, blend until coarse meal forms. Turn dough out into bowl. Add nuts and knead gently to combine. Press dough evenly over bottom of prepared pan. Using fork, pierce dough all over.@newline@Bake shortbread until pale brown in center and golden at edges, about 35 minutes. Cool in pan on rack 10 minutes. Cut lengthwise into 4 strips, then cut each strip crosswise into 6 squares. Cool completely in pan. (Can be made 1 day ahead. Cover tightly with foil; store at room temperature.)@newline@	Cookie^Dessert^Bake^Scottish^Lemon^Pistachio^Vanilla^Bon Apptit^Kidney Friendly^Vegetarian^Pescatarian^Peanut Free^Soy Free^Kosher
Israeli Couscous with Roasted Butternut Squash and Preserved Lemon	A U-shaped peeler with a horizontal blade (available at most supermarkets) makes peeling the squash easier.p@newline@pHere its okay to pulse the parsley in a food processor rather than chop it by hand, but pat it dry with paper towels first.	1 preserved lemon^1 1/2 pound butternut squash, peeled and seeded, and cut into 1/4-inch dice^3 tablespoons olive oil^1 large onion, chopped^1 3/4 cups Israeli couscous or acini di pepe (tiny peppercorn-shaped pasta), about 1 pound^1 (3-inch) cinnamon stick^1 cup chopped fresh flat-leaf parsley^1/2 cup pine nuts, toasted^1/2 cup golden raisins^1/4 teaspoon ground cinnamon	Preheat oven to 475F.@newline@Halve lemons and scoop out flesh, keeping both flesh and peel. Cut enough peel into 1/4-inch dice to measure 1/4 cup. Put lemon flesh in a sieve set over a bowl and press with back of a spoon to extract juice.@newline@Toss squash with 1 tablespoon oil and salt to taste in a large shallow baking pan and spread in 1 layer. Roast in upper third of oven 15 minutes, or until squash is just tender, and transfer to a large bowl.@newline@Cook onion in 1 tablespoon oil in a 10-inch heavy skillet over moderately high heat, stirring occasionally, until just beginning to turn golden. Add to squash.@newline@Cook couscous with cinnamon stick in a large pot of boiling salted water 10 minutes, or until just tender, and drain in a colander (do not rinse). Add couscous to vegetables and toss with 2 tablespoon oil to coat.@newline@Add lemon peel and juice, parsley, nuts, raisins, ground cinnamon, and salt to taste. Toss to mix well.@newline@	Middle Eastern^Citrus^Nut^Pasta^Vegetable^Side^Roast^Vegetarian^Wedding^Rosh Hashanah/Yom Kippur^Dinner^Israeli^Lemon^Raisin^Pine Nut^Squash^Butternut Squash^Healthy^Couscous^Gourmet^Vegan^Pescatarian^Dairy Free^Peanut Free^Soy Free^No Sugar Added^Kosher
Grilled Pepper, Basil, and Turkey Roulade with Basil Sour Cream Sauce	This recipe uses a combination of direct and indirect heat, which can be accomplished using a charcoal or gas grill. If you have a gas grill, you can easily use it to roast the peppers.	4 medium red bell peppers^1 large lemon^1 cup sour cream^1/3 cup chopped fresh basil leaves plus 2 cups large leaves^1 boneless turkey breast half^Special equipment: kitchen string	Roast peppers: Roast peppers on racks of gas burners over high heat, turning with tongs, until skins are blackened, 5 to 8 minutes. (Alternatively, broil peppers on rack of a broiler pan about 5 inches from heat, turning occasionally, about 15 minutes.) Transfer to a bowl and let stand, covered, until cool enough to handle.@newline@Peel peppers and discard stems and seeds. Finely chop peppers and pat dry, then season with salt and pepper.@newline@	turkey^Basil^Bell Pepper^Summer^Grill/Barbecue^Sour Cream^Bon Apptit
Spotted Dick		1/2 cup mixed currants and golden raisins or other assorted dried fruit^1/2 teaspoon finely grated fresh lemon zest^Suet pastry dough^Custard sauce^Special equipment: 1-quart ceramic pudding mold	Fill a large heavy pot (at least 8 inches across by 6 inches deep, with a tight-fitting lid) with 1 1/2 inches water. Make a platform for pudding by setting metal cookie cutters or egg-poaching rings in bottom of pot. Knead fruit and zest into dough and form dough into a ball. Put into well-buttered pudding mold and flatten top. Top dough with a round of buttered wax paper, buttered side down, and cover top of mold with heavy-duty foil, crimping tightly around edge.@newline@Bring water in pot to a boil and set mold on platform. Steam pudding, covered, over simmering water 1 1/2 to 2 hours (add more boiling water to pot if necessary), or until golden and puffed. Transfer pudding in mold to a rack and let stand 5 minutes. Discard foil and wax paper and run a thin knife around edge of pudding. Invert a plate over mold, then invert pudding onto plate. Serve immediately with custard sauce.@newline@	English^Cake^Dessert^Steam^Currant^Lemon^Dried Fruit^Raisin^Winter^Boil^Gourmet
Juan Diego Michel's Cheese-Stuffed Poblanos	This recipe for chiles en macedonia combines ingredients from three statesJalisco, Colima, and Michoacan. It came from the late Juan Diego Michel, who taught in Billy Cross's schools in Napa Valley and PuertoVallarta. The dish was a favorite of the Michel family in Jalisco, where, in his younger days, Juan Diego had his own restaurant and used the recipes from 200 years ago that had been passed down to him. To Cross, he was a Mexican-cooking mentor.	16 small or 8 large fresh poblano chiles (2 1/2 to 3 pounds), roasted, peeled, and seeded, leaving chiles whole^3 tablespoons unsalted butter, well softened^1 pound Monterey Jack cheese, cut into 1/2-inch cubes^1 cup green seedless grapes (3/4 pound)^1/2 cup plus 2 tablespoons vegetable oil^1 large or 2 small ripe (black) plantains, peeled, halved lengthwise, and cut crosswise into 1/2-inch-thick slices^2 1/2 pound tomatoes (8 medium)^1 medium white onion, quartered^2 large garlic cloves, left unpeeled^1 teaspoon salt^2 tablespoons chopped fresh basil^1 large or 2 small firm-ripe mangoes (1 pound total), peeled, pitted, and cut into 1/2-inch cubes^Accompaniment:Mexican rice with mint	Preheat broiler.@newline@Broil tomatoes, onion, and garlic in a foil-lined shallow baking pan 2 to 3 inches from heat, turning frequently, until lightly charred on all sides, about 5 minutes for garlic, 12 to 15 minutes for onion and tomatoes (flesh should be soft). Alternatively, char vegetables in a hot well-seasoned griddle or cast-iron skillet over moderate heat.@newline@Core tomatoes and peel garlic, then pure both with onion and salt in a blender until smooth (use caution when blending hot ingredients). Force through a large sieve into a bowl, discarding solids.@newline@Heat remaining 2 tablespoons oil in a wide 4-quart heavy pot over moderately high heat until just hot. Stir about 1/2 cup tomato sauce into oil (this reduces spattering) and, when bubbling vigorously, add remaining sauce and basil. Fry sauce, stirring occasionally, until thickened, about 10 minutes.@newline@Add grapes, plantains, and mangoes to sauce and simmer gently, uncovered, stirring occasionally, until sauce is thickened and fruit is tender but still intact, about 30 minutes. Season sauce with salt.@newline@While sauce is simmering, preheat oven to 350F.@newline@Pour sauce over stuffed chiles and bake, covered with foil, until cheese is completely melted and sauce is bubbling, about 30 minutes.@newline@	Mexican^Blender^Fruit^Tomato^Bake^Vegetarian^Mango^Hot Pepper^Plantain^Grape^Monterey Jack^Gourmet
Mashed Potatoes with Watercress and Green Onions		2 large bunches watercress, thick stems trimmed^6 pounds russet potatoes, peeled, cut into 2-inch pieces^1 1/2 cups whole milk^1/2 cup (1 stick) butter^1/4 cup olive oil^2 bunches green onions, finely chopped (about 1 1/2 cups)	Bring medium saucepan of water to boil. Add watercress and blanch 10 seconds. Drain. Pat dry and chop watercress.@newline@Cook potatoes in large pot of boiling salted water until very tender, about 25 minutes. Drain. Return potatoes to pot. Stir over medium heat until any excess liquid evaporates, about 2 minutes.@newline@Bring milk almost to simmer in small saucepan. Add hot milk, butter, and oil to potatoes; mash until almost smooth. (Can be prepared 2 hours ahead. Let stand uncovered at room temperature. Rewarm over medium-low heat, stirring often, before continuing.) Stir in green onions and watercress. Season with salt and pepper.@newline@	American^Milk/Cream^Leafy Green^Onion^Potato^Side^Thanksgiving^Vegetarian^Quick & Easy^Fall^Winter^Watercress^Bon Apptit^Sugar Conscious^Pescatarian^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
Pea Soup with Crme Frache		2 medium shallots, chopped^1 teaspoon olive oil^1 (4-ounce) boiling potato, peeled and cut into 1/2-inch pieces^1 teaspoon salt^3 1/2 cups water^1 pound frozen baby peas (3 1/2 cups), thawed^1 tablespoon crme frache or sour cream, either one mixed with 1 teaspoon water	Cook shallots in oil in a 3-quart heavy saucepan over moderate heat, stirring, until softened, about 2 minutes. Add potato and salt and cook, stirring, 2 minutes. Add water and simmer, covered, until potato is tender, about 15 minutes. Add peas and simmer, uncovered, 2 minutes.@newline@Pure in batches in a blender (use caution when blending hot liquids), then force through a very fine sieve into a saucepan. Reheat soup and season with salt and pepper.@newline@Drizzle servings with crme frache.@newline@	French^Soup/Stew^Blender^Potato^Low Fat^Vegetarian^Quick & Easy^Lunch^Pea^Spring^Healthy^Sour Cream^Simmer^Gourmet^Pescatarian^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
Mincemeat Sticky Buns		1 large navel orange^1 (9-ounce) package condensed mincemeat, crumbled^1/2 stick (1/4 cup) unsalted butter, softened^2/3 cup packed light brown sugar^1 pound frozen white bread dough, thawed overnight in refrigerator according to package instructions	Grate enough orange zest to measure 1 teaspoon , then squeeze juice from orange. Stir together zest, juice, and mincemeat in a bowl and let stand at room temperature, stirring occasionally, until liquid is absorbed, about 1 hour.@newline@Spread 2 tablespoons butter generously over bottom and lightly onto sides of a 9-inch square baking pan and sprinkle bottom with 1/3 cup brown sugar.@newline@Roll out dough on a lightly floured surface with a floured rolling pin into a 16- by 10-inch rectangle. Spread remaining 2 tablespoons butter over top of dough, then sprinkle evenly with remaining 1/3 cup brown sugar and crumble mincemeat evenly over sugar. Beginning from 1 long side, roll up dough into a log (like a jelly roll) and pinch seam to seal, then cut log crosswise into 9 equal slices. Arrange slices, a cut side down and about 1 1/2 inches apart, in baking pan. Cover pan with a sheet of wax paper and then a kitchen towel and let buns rise in a warm draft-free place until they fill pan, about 1 1/4 hours.@newline@Put oven rack in middle position and preheat oven to 375F.@newline@Remove kitchen towel and wax paper from baking pan and bake buns 30 minutes, then loosely cover with foil and continue to bake until cooked through, about 10 minutes more. Cool slightly in pan on a rack, about 5 minutes. Wearing oven mitts, invert a platter over pan and, keeping platter and pan firmly pressed together, invert buns onto platter. Carefully lift pan off buns. Cool buns to warm.@newline@	English^Bread^Citrus^Fruit^Breakfast^Brunch^Bake^Quick & Easy^Orange^Fall^Pastry^Gourmet
Grilled Chicken and Pork with Orange-Cumin Glaze	Look for chili-garlic sauce in the Asian foods section of the supermarket.	3 cups ketchup^3 cups orange juice^1 1/2 cups chopped fresh cilantro^1/2 cup chili-garlic sauce^1/4 cup soy sauce^2 tablespoons ground cumin^10 chicken thighs with bone and skin^10 1- to 1 1/4-inch-thick center-cut pork chops (each 12 ounces)	Puree first 6 ingredients in processor until smooth. Transfer to bowl.@newline@Prepare barbecue (medium heat); brush grill rack with oil. Set aside 3 cups glaze for serving. Grill chicken 6 minutes per side. Brush with some of remaining glaze. Continue grilling until chicken is cooked through, turning occasionally and brushing frequently with more glaze, about 25 minutes longer. Transfer chicken to platter; tent with foil to keep warm. Grill pork about 3 minutes per side. Brush with some glaze. Continue grilling until thermometer inserted into center of chop registers 145F to 150F, turning occasionally and brushing frequently with more glaze, about 12 minutes longer. Arrange pork on platter. Bring 3 cups reserved glaze to simmer. Serve chicken and pork, passing glaze separately.@newline@	American^Fruit Juice^Chicken^Pork^Summer^Grill/Barbecue^Cilantro^Soy Sauce^Bon Apptit
Salmon Burgers with Spinach and Ginger		1 lb salmon fillet, skinned^4 oz baby spinach, coarsely chopped (3 cups)^3 scallions, minced^1 tablespoon finely grated peeled fresh ginger^1/4 teaspoon salt^1/4 teaspoon black pepper^1 large egg white^1 tablespoon soy sauce^Vegetable oil for brushing skillet^2 tablespoons pickled ginger	Cut salmon into 1/4-inch dice, then stir together with spinach, scallions, ginger, salt, and pepper in a large bowl until well combined.@newline@Beat together egg white and soy sauce in a small bowl and stir into salmon mixture, then form into 4 (1/2-inch-thick) patties.@newline@Heat a 12-inch nonstick skillet over moderate heat until hot and lightly brush with oil. Cook patties, carefully turning once, until golden brown and cooked through, 6 to 7 minutes total.@newline@Serve each burger topped with 1 1/2 teaspoons pickled ginger.@newline@	American^Ginger^Leafy Green^Quick & Easy^Salmon^Fall^Pan-Fry^Healthy^Gourmet
Meringue Petits Fours with Anise Cream and Pomegranate	Active time: 30 min Start to finish: 3 1/2 hr	2 large egg whites^1/8 teaspoon salt^1/2 cup superfine granulated sugar^2 teaspoons regular granulated sugar^1/2 teaspoon anise seeds^1/2 cup chilled heavy cream^1/4 cup pomegranate seeds^Special equipment: a pastry bag fitted with 1/3-inch plain tip; parchment paper; an electric coffee/spice grinder	Make meringues: Preheat oven to 175F.@newline@Beat egg whites with salt using an electric mixer at high speed until they just hold stiff peaks. Add superfine sugar a little at a time, beating at high speed, and continue to beat until whites hold stiff, glossy peaks.@newline@Spoon meringue into pastry bag and pipe 1 1/4-inch-wide disks (about 1/3 inch high) about 1/2 inch apart on a parchment-lined baking sheet.@newline@Bake meringues in middle of oven until dry but still white, about 1 1/2 hours, then cool in turned-off oven (with door closed) 1 hour. Transfer meringues on baking sheet to a rack to cool completely.@newline@	American^Cookie^Milk/Cream^Egg^Dessert^Bake^Christmas^Winter^Anise^Gourmet^Fat Free^Kidney Friendly^Vegetarian^Pescatarian^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^Kosher
